"ID","text","label",,"Comments",,"B",,"Set","Claim Count",,,,,"regex match",,,,,,,,,,,,,,
1039,"Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1041,"""Redistribution"" has ""never been a characteristic of America.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1042,"""Even today part of Romney's fortune is invested in China.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,"""Seven times Obama could have stopped China's cheating. Seven times, he refused.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1044,"""Under Obama, families have lost over $4,000 a year in income.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,"The ""48, 49 percent"" that supports President Barack Obama are ""people who pay no income tax.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1047,"""Forty-seven percent of Americans pay no income tax.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,"""Fifty percent of kids coming out of school can't get a job.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,"Says President Obama promised ""he'd keep unemployment below 8 percent"" if the stimulus passed.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1050,"Says he ""will protect your guaranteed benefits"" in Medicare while ""Mitt Romney would take away Medicare as guaranteed benefits.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1052,"Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1053,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,"Says he and Mitt Romney ""always said that we agree with the 2014 deadline"" for leaving Afghanistan.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1055,"On new dollar coins, ""'In God We Trust' is gone!""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1056,"""We've doubled our use of renewable energy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,"""After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,"The Obama administration is allowing state waivers from welfare work requirements ""only if they had a credible plan to increase employment by 20 percent.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,"Says President Barack Obama ""gives students the right to repay (federal) loans as a clear, fixed, low percentage of their income for up to 20 years.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,"Says Romney called Russia our No. 1 enemy.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1061,"""I've cut taxes for ... middle-class families, small businesses.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1062,"Says his budget plan ""would cut our deficits by $4 trillion.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1063,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1064,"Says that Mitt Romney's response to the crisis in the auto industry was, ""Let Detroit go bankrupt.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,"When Social Security, Medicare and Medicaid were created, ""Republicans stood on the sidelines""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,"Says Mitt Romney asked for a waiver from federal welfare rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,"Ohio has ""created 45,000 new manufacturing jobs since 2010. And that's due in large part to the fact that the auto rescue has helped Ohio.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1068,"Under President Barack Obama's leadership, ""since June 2009, (the auto) industry has added a quarter of a million jobs.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,"Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that (Ryan) had in his own budget.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,"""In the last 29 months, our economy has produced about 4.5 million private-sector jobs.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1071,"The stimulus program ""cut taxes for 95 percent of the American people.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 (million).""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1073,"Mitt Romney said we should let foreclosures ""hit the bottom.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1074,"Women ""receive only 77 cents for every dollar a man earns.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1075,"When it comes to jobless workers, ""Mitt Romney says he likes to fire people.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1076,"""Republicans would give seniors a (Medicare) voucher that limits what's covered, costing seniors as much as $6,400 more a year.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1077,"""Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,"Says Mitt Romney has put forward a plan ""that would cut taxes for millionaires while raising them for the middle class.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,"""By the time (Mitt Romney) left office, Massachusetts was 47th in the nation in job creation.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1080,"At Bain Capital, ""we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,"Under the ""Obama economy ... utility bills are higher.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,"In his first TV interview as president, Obama said we ""should talk to Iran.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1083,"Barack Obama began his presidency ""with an apology tour.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,"""The majority of Americans now doubt that our children will have a better future.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,"""In Massachusetts, Gov. Romney narrowed the gap between students of different races.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1086,"President Barack Obama has ""weakened the respect for America abroad.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1087,"Says ""President Obama and his National Labor Relations Board"" sued Boeing over its decision to open a plant in South Carolina.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,"President Obama ""funneled"" $716 billion out of Medicare ""at the expense of the elderly.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,"The Obama administration ""even proposed banning farm kids from doing basic chores!""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,"Barack Obama has ""never even worked in business.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,"When his grandfather arrived in the United States, ""there were no government benefits for immigrants.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,"""Last month, 44 of the 50 states saw an increase in the unemployment rate.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1093,"""A Gallup report recently said that nearly 50 percent of small business owners aren't hiring because of what they call ‘regulatory uncertainty.'""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1094,"""A report just came out that if we continue with President Obama's policies, we're looking at over 9 percent unemployment next year in the fourth quarter.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1095,"The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance ""whether they can afford it or not.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1096,"There has been ""$5 trillion in debt added over the last four years.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1097,"Says President Obama has waived ""the work requirement for welfare.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,"Mitt Romney ""gave away his father's inheritance.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,"In the past 27 months, President Barack Obama has created more private-sector jobs than ""in the Reagan recovery.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1100,"Republicans included ""the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1101,"""In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,"The Obama administration ""willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,"Paul Ryan's Medicare plan ""could raise future retirees' costs more than $6,000.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,"""Mitt Romney says class sizes don't matter.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,"The Obama administration ""leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,"Paul Ryan would ""outlaw in vitro fertilization.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,"Says Barack Obama ""robbed Medicare (of) $716 billion to pay for ... Obamacare.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1110,"Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1111,"Says Mitt Romney ""wants to end tax credits for wind producers.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,"Says U.S. Rep. Martin Heinrich ""spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"""We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious 'Son of Boss' tax scandal, one of the largest tax avoidance schemes in history.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,"Says Barack Obama ""has deported more people than any other president in this country's history.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1115,"Says Mitt Romney ""paid only 14 percent in taxes — probably less than you.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1116,"""Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1117,"Says Mitt Romney and Bain Capital are to blame in a woman's premature death when they closed the plant where her husband worked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,"""In June, jobless ranks were higher in nearly 90 percent of U.S. cities.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1119,"Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,"""Under Obama's plan (for welfare), you wouldn't have to work and wouldn't have to train for a job. They just send you your welfare check.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,"Says Obama ""refuses to recognize Jerusalem"" as the capital of Israel.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1122,"""As president, Barack Obama has never visited Israel.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,"Says Romney would add ""trillions"" to the deficit while Obama would ""cut the deficit by $4 trillion.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,"Says Mitt Romney did not pay taxes for 10 years.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1125,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,"""One out of every two kids who are graduating college right now can't find a job.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,"""U.S. Olympic medal winners will owe up to $9,000 to the IRS.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1128,"It's ""typical"" for a presidential candidate to release 10 or 11 years of tax returns.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,"President Ronald Reagan sent troops into conflict ""only in one circumstance, which was in Grenada … We were in a peacekeeping setting in Lebanon.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1131,"""The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1132,"Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,"President Obama was saying success ""is the result of government,"" not ""hard-working people,"" when he said, ""If you've got a business, you didn't build that. Somebody else made that happen.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,"Says India ""gained jobs thanks to Romney.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,"""Thousands (in China) owe their jobs to Mitt Romney's companies.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1136,"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1137,"""There's a loophole where you can sell guns without a background check … 40 percent of guns are sold that way"" at gun shows and over the Internet.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1138,"The health care law includes ""a 3.8% sales tax"" on ""all real estate transactions.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1139,"""Gov. Romney's plan would cut taxes for the folks at the very top.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1140,"""USA is #1 in gun violence.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,"Stimulus dollars paid for ""windmills from China.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1143,"The Obama administration ""has been outsourcing"" by sending money to ""solar and wind energy companies that end up making their products outside the United States.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,"Says it's not ""accidental"" that the villain in the Batman movie is named Bane.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,"Says Mitt Romney's carried interest income was a tax ""trick.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,"""When I was governor, not only did test scores improve – we also narrowed the achievement gap.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1149,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,"Says Mitt Romney ""had millions in a Swiss bank account.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,"""If you make more than $250,000 a year … you only really take home about $125,000.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,"""83% of doctors have considered leaving the profession because of #Obamacare.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"""For his first interview as president, Barack Obama chose Arab TV for an apology.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1155,"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,"Montana Democratic Sen. Jon Tester is ""the largest recipient of lobbyist money.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,"""75 percent of the Obamacare tax falls on the middle class.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1158,""" ‘Obamacare' puts the federal government between you and your doctor.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1159,"Under the health care law, ""everybody will have lower rates, better quality care and better access.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,"The Supreme Court said the individual mandate ""is a tax. So it's a tax.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,"The United States has ""the best health care delivery system in the world.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,"""In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1163,"Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,"""If you're one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,"""Obamacare … means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,"""Obamacare adds trillions to our deficits and to our national debt.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,"Obama ""said (the individual mandate) wasn't a tax.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1168,"""Obamacare is . . . the largest tax increase in the history of the world.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn't changed. ... The only thing that had changed was politics.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1170,"Says ""a lip-reading instructor at the River School, a Washington, D.C., school for the deaf"" has determined that during 9/11 ceremonies, Michelle Obama said, ""All this for a damn flag.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,"""Gov. Romney was very clear, he would veto the DREAM Act.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,"""Nearly 60% of all occupants of HUD properties in U.S. are illegals.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,"""Women (are) paid 77 cents on the dollar for doing the same work as men.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,"""Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,"Says President Obama's new immigration plan ""is amnesty.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,"""Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,"""More than 43 percent of all food stamps are given to illegals.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,"""When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,"""Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1180,"Says Barack ""Obama admits he's coming for our guns, telling Sarah Brady, ‘We are working on (gun control), but under the radar.' """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,"Says Barack Obama's regulatory adviser Cass Sunstein, ""wants to ban hunting and says animals should be represented in court.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,"Says Barack Obama ""supported Ted Kennedy's ammo ban to outlaw all deer-hunting ammunition.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,"""As Governor: Romney did not keep public safety funding in line with inflation.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1185,"""Romney outsourced call center jobs to India.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,"As governor of Massachusetts, ""Romney reduced unemployment to just 4.7 percent.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,"""More Hispanics have fallen into poverty under Obama.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,"""When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,"Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinko's to forge President Barack Obama's birth certificate two days before Obama unveiled it to the media.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,"""Right now, I'm polling at about 8 percent"" against Barack Obama and Mitt Romney.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1191,"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, ""we were in the middle of the pack.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1192,"Under Gov. Mitt Romney, Massachusetts ranked ""47th in job creation.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,"When Mitt Romney was governor, ""the fact is that the average income for a family in Massachusetts went up by $5,500.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,"""When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,"""Only 2 percent of public high schools in the country offer PE classes.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,"Says Obama broke his promise to help homeowners facing foreclosure.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,"Says under Mitt Romney, ""Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,"Says Mitt Romney is wrong to claim that spending under Obama has ""accelerated at a pace without precedent in recent history,"" because it's actually risen ""slower than at any time in nearly 60 years.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,"When Mitt Romney was governor of Massachusetts, ""we didn't just slow the rate of growth of our government, we actually cut it.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1200,"On President Barack Obama's stimulus",,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,"On the Troubled Asset Relief Program (TARP)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,"On gun policy",,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,"On support for Ronald Reagan's policies",,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,"On signing a no-tax pledge",,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,"After they bought GST Steel, ""Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,"There are ""49 different federal job training programs that report to eight agencies.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1207,"On abortion",,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"On whether humans contribute to global warming",,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,"On support for gay marriage.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,"Says Mitt Romney would deny gay people the right to adopt children.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,"On support for gay marriage.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,"""The only time government employment has gone down during a recession has been under me.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,"Says he did not vote for Nancy Pelosi for speaker of the House.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,"The Obama White House recognizes a ""baby that has not been born"" for security purposes.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,"Mitt Romney has ""proposed cutting his own taxes while raising them on 18 million working families.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,"""We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,"""Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,"Says the stimulus bill sent tax credits overseas, such as ""tens of millions of dollars to build traffic lights in China.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1221,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1222,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,"""After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,"Says Mitt Romney's comments indicated he would not have pursued Osama bin Laden.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,"Says Mitt Romney's top five donors are Wall Street firms, while Barack Obama's top five are technology companies and universities.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,"In the ""Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"Under Republican economic policies, ""the typical American family saw their incomes fall by about 6 percent.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1228,"""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,"""The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3%"" between January 2009 and March 2012.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,"""One out of two Americans … are living either in or near poverty. That means 150 million Americans, half of us.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,"""We've got four Supreme Court justices who … signed their name to a declaration that Americans have no fundamental right to self-defense.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,"""President Obama's suggested reduction in spending for next year: $0.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,"""In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,"""We've brought trade cases against China at nearly twice the rate as the last administration.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
1236,"""By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,"""The bulk of the people who are shot with a weapon — other than these drug gangs taking on one another — end up being shot with their own weapon.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,"The 30 percent tax rate called for under President Barack Obama's proposed Buffett Rule ""is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,"Says oil ""production's down where Obama's in charge.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,"""What president has the worst record on female labor force participation? Barack Obama.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,"""Women account for 92.3 percent of the jobs lost under Obama.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
